Stress and strain data from a mechanical pull test,
,
Strain (uin/in),Stress (MPa)
The moving average window size of this data is 10
208.49499071,216.3288307
216.3288307,211.715016005
211.715016005,211.304639935
211.304639935,217.36855415000002
217.36855415000002,207.12323197
207.12323197,197.224139825
197.224139825,209.198949225
209.198949225,206.165226895
206.165226895,210.41121316500002
210.41121316500002,204.14471798
204.14471798,203.98844952
203.98844952,201.0937682
201.0937682,203.50152996
203.50152996,213.23741186
213.23741186,209.34920302
209.34920302,207.870345115
207.870345115,194.19198453
194.19198453,214.42233950000002
214.42233950000002,193.45235422500002
193.45235422500002,199.36633691999998
199.36633691999998,205.007768875
205.007768875,204.776461795
204.776461795,198.24018862
198.24018862,214.56570701
214.56570701,206.038040995
206.038040995,208.170690455
208.170690455,207.22390599
207.22390599,205.86728192
205.86728192,210.0361517
210.0361517,200.33709736499998
200.33709736499998,215.60149976
215.60149976,202.63182295000001
202.63182295000001,209.133314205
209.133314205,201.645848195
201.645848195,209.386263195
209.386263195,205.68858926
205.68858926,192.61513952
192.61513952,221.41438845
221.41438845,211.80095051
211.80095051,219.19469615
219.19469615,216.51290187
216.51290187,199.505607585
199.505607585,211.8152867
211.8152867,210.38677598
210.38677598,208.81131374999998
208.81131374999998,229.39030895
229.39030895,218.366298115
218.366298115,206.503902165
206.503902165,217.90469357
217.90469357,217.8042676
217.8042676,216.74254069
216.74254069,218.80571854
218.80571854,226.38435405
226.38435405,212.374915105
212.374915105,212.29646201999998
212.29646201999998,205.70240497999998
205.70240497999998,218.43086344
218.43086344,211.85307696
211.85307696,216.92841141000002
216.92841141000002,211.692252315
211.692252315,220.552773775
220.552773775,212.32278631
212.32278631,222.5409849
222.5409849,214.42422051
214.42422051,211.51865172499998
211.51865172499998,217.897189795
217.897189795,222.9249169
222.9249169,215.26779538
215.26779538,221.03085217
221.03085217,213.404627165
213.404627165,216.96528808
216.96528808,217.00463281999998
217.00463281999998,213.814857805
213.814857805,220.53372753000002
220.53372753000002,214.887079755
214.887079755,231.75995204999998
231.75995204999998,205.826644285
205.826644285,220.768210055
220.768210055,218.33105511500003
218.33105511500003,217.86141515
217.86141515,220.50381182
220.50381182,210.02358099
210.02358099,221.234085275
221.234085275,223.54514961
223.54514961,231.5428155
231.5428155,213.84501054
213.84501054,219.4182238
219.4182238,217.18087294
217.18087294,228.57820845
228.57820845,226.47904565
226.47904565,224.605663095
224.605663095,219.29801162
219.29801162,211.82541902
211.82541902,219.06038452
219.06038452,217.58479581499998
217.58479581499998,222.48830944
222.48830944,210.651436575
210.651436575,228.26816315000002
228.26816315000002,217.892807855
217.892807855,227.71468944999998
227.71468944999998,226.11853794
226.11853794,219.98442986
219.98442986,229.47890410000002
229.47890410000002,221.396809845
221.396809845,224.03120298
224.03120298,230.65289665
230.65289665,225.08742702
225.08742702,227.433949995
227.433949995,225.613249185
225.613249185,223.97795759
223.97795759,225.52175341
225.52175341,226.39398926500002
226.39398926500002,218.78599113500002
